"temperature","treatment","height","plot_id"
-1.46983670722693,"b",7.71468784213809,"8"
1.87508564814925,"c",14.7159637956523,"6"
-1.23645881004632,"a",8.60395551084662,"14"
-0.0570541908964515,"c",9.73273263747193,"6"
0.4935765825212,"a",15.3167896549852,"18"
1.17913102451712,"c",8.8589573968207,"15"
1.84759727586061,"a",10.8120773630099,"4"
1.58946047350764,"b",14.5843075075032,"1"
0.726028344593942,"a",16.7088945152711,"17"
1.6658341800794,"b",14.6363496711925,"2"
1.03779177367687,"d",17.4506293742937,"12"
0.407540079206228,"c",15.6330492538636,"18"
-0.141237060539424,"c",10.7388814672369,"14"
0.469556539319456,"c",7.27296422043986,"10"
1.15226815920323,"a",12.3062274708254,"3"
-0.567458970472217,"d",8.01339402791938,"9"
1.60517276730388,"b",14.5755566883368,"3"
0.555003050714731,"d",6.72080958495785,"10"
1.22604301292449,"c",12.1280527729763,"3"
0.245617107488215,"c",7.18204340108344,"15"
-0.506631631404161,"b",12.5065560354057,"17"
0.744251203723252,"a",9.13342498897433,"11"
0.163899732753634,"d",10.1636660868396,"19"
1.12141168583184,"d",12.9664478957158,"14"
-0.297551424242556,"b",10.288766686718,"18"
1.9035057304427,"d",19.5521254336697,"1"
-0.000911458395421505,"b",6.21591125814708,"15"
-1.42138551268727,"b",4.57054472358963,"19"
-0.1078976765275,"a",11.6088111908494,"16"
-1.12026089243591,"b",6.64182918864135,"5"
0.252288282848895,"d",13.0512206507011,"7"
-0.97290647123009,"b",4.15558884698215,"11"
-0.923650294542313,"d",2.11309911284992,"4"
1.6428680093959,"a",12.4185574370188,"3"
1.84365919884294,"b",12.5016042743437,"19"
-0.496779479086399,"b",10.6154017390028,"7"
-0.735904162749648,"c",8.59992910718942,"9"
1.00942294765264,"a",13.684347435569,"3"
0.430665121413767,"a",9.54718732430564,"11"
-0.323899351991713,"d",9.61542743616078,"9"
1.15001417323947,"d",14.7276157575976,"16"
-1.37764687556773,"d",0.553470621852738,"10"
-0.177122043445706,"d",11.0597016907431,"9"
-0.253862796351314,"c",10.4890054279566,"2"
0.774192280136049,"b",13.2729479560913,"1"
-0.0975537355989218,"b",6.84858134160663,"5"
-0.767850356176496,"b",7.02501775759826,"20"
-0.85786073282361,"b",6.75820276915295,"3"
0.0415662433952093,"d",10.1160723929807,"7"
1.65385373495519,"d",19.69202125017,"1"
-0.495312293060124,"d",7.67983100904132,"6"
-1.42816184740514,"b",3.98874059356992,"16"
-0.216682336293161,"b",7.51186409341549,"16"
-1.14421736355871,"b",3.5045954134559,"10"
1.10477188974619,"d",14.2186489325794,"3"
-0.223919446580112,"b",6.38373231815128,"11"
0.284508340060711,"a",10.1879351984212,"5"
1.84838061779737,"b",14.5197720430577,"12"
1.00755977444351,"c",12.3247402395973,"16"
-1.41383422911167,"c",4.10412370515561,"10"
0.774337086826563,"d",10.7845678249607,"11"
1.86270261090249,"a",19.4378107396576,"17"
-1.95552270766348,"b",0.910072145707068,"4"
-0.555531858466566,"c",11.4740601435706,"12"
1.97763399686664,"b",14.2394810188108,"2"
-1.00507601629943,"c",8.52320290606776,"7"
1.72185670398176,"b",15.6416775122719,"1"
0.31315300706774,"d",8.06257495855119,"15"
1.07374743372202,"d",13.7085209063653,"5"
0.0696110567077994,"c",9.39481860171341,"19"
0.794568108394742,"a",11.3464309749327,"3"
0.753158334642649,"c",10.5762449504203,"20"
-1.16801724024117,"a",6.92298601403822,"11"
1.37373132258654,"b",8.40669185710573,"11"
1.22302011959255,"d",17.6137998619693,"1"
1.1769182421267,"b",14.3286689559775,"7"
-1.15426048263907,"b",9.29819493520554,"17"
0.461357888765633,"a",8.41397282283188,"10"
1.5108681358397,"d",19.9367698023203,"17"
0.72630502935499,"b",12.4678425554451,"8"
0.0816750871017575,"c",13.1206681551463,"1"
1.92813263647258,"c",14.5755363077824,"9"
0.976008583791554,"c",8.7991473665623,"4"
-1.18334296904504,"c",8.43906312580933,"3"
0.0795863987877965,"d",10.1281515625608,"13"
