"rain","grp","height"
0.512658198364079,"c",1.94078487036116
0.754895722493529,"b",5.91362717001502
1.14361008442938,"h",-1.49718668108972
-0.509530593641102,"e",-0.711214954111598
-1.35485471226275,"b",-4.60842891109367
-0.610341352410614,"g",-0.232311196985892
1.33504209015518,"f",12.4249878445514
-0.0807353686541319,"c",0.810863199296994
-0.283683435991406,"a",0.919346599238429
1.8411427019164,"f",13.6077653551145
-0.584469016641378,"g",-1.63055090105938
-0.589415818452835,"f",-2.18274050050038
-0.731759320944548,"e",-3.79876453603362
1.53920894302428,"g",3.47708595596923
1.70265495497733,"g",7.14351821712185
-1.47871807496995,"j",2.26129653013685
1.88644887693226,"g",5.42015662446765
1.66271561197937,"i",9.39932515742179
-0.136889555491507,"e",0.390590649729057
0.213904312811792,"g",4.47911022415577
0.330913001671433,"g",2.17722460515462
1.06843911297619,"c",2.19563499281618
-1.30035998020321,"i",-2.6518651640551
-0.454555413685739,"h",0.801911312648015
-0.715598782524467,"h",0.951243809325107
-1.79717794619501,"e",-8.44690957415974
0.0443101292476058,"b",2.65919766155766
0.53181513119489,"c",1.99168237827793
-1.87959160655737,"h",-0.550803818479824
0.463339923880994,"j",-0.813341317219419
-1.24975976254791,"i",-4.10945800352374
0.836431841365993,"c",1.23862923120569
-1.56669255439192,"j",1.00133696905058
-1.2445798497647,"c",-2.56745686977686
-0.296458574011922,"j",-0.13849461398921
-0.774289072491229,"j",-2.49643554064339
-0.319872106425464,"c",-1.09128724686355
0.319702102802694,"b",4.37162976544705
1.74222540482879,"a",4.21797690132452
-0.418760400265455,"i",2.35487460668641
-0.00119085889309645,"g",1.67607242552145
-0.476345439441502,"a",0.712452009457868
-1.87568414025009,"e",-7.91956576982202
0.387978202663362,"f",2.76674639878845
-0.491780115291476,"f",-1.26581507126536
-0.303565373644233,"f",-1.07058026690756
1.77831463515759,"f",12.5074033376606
1.84288706444204,"d",2.62475186833554
0.0469178268685937,"b",3.45254879255876
-1.29816690832376,"a",-1.22952332861822
1.22388430964202,"j",0.898043398355116
-0.413948343135417,"h",-0.465366235284423
-1.97701882105321,"d",-2.62588444998984
-0.138723033480346,"h",0.530043523447328
-0.177358870394528,"f",-0.426311920956687
-0.108759885653853,"a",0.910293681239154
0.0811074376106262,"i",2.91897599129309
-1.91221567429602,"d",-1.77279893342063
-1.86828136630356,"f",-10.8152120366732
1.50231924653053,"b",9.93017750525692
-0.787828402593732,"b",-3.31042745509657
-1.02830912545323,"h",1.20404114011218
0.0173045499250293,"f",2.0690685530017
1.90709485206753,"b",13.1777372509392
1.8346845228225,"d",1.81962403086324
-1.37062772084028,"g",-0.393815842896694
0.140041359700263,"f",2.97782363375505
1.16437778808177,"g",5.01995097042514
-0.75372836086899,"d",-1.65448884929724
-1.15833064261824,"e",-4.17760834563798
-1.32393797952682,"b",-6.21000236584671
-0.741868130862713,"f",-2.30817447939172
-1.05018373113126,"h",1.40239223577577
-1.84638291876763,"j",0.883161600619857
1.06255363021046,"e",5.90684167878933
-0.387935399077833,"j",0.0409534430025533
-0.19152242410928,"f",0.527608397836477
1.06358887348324,"i",8.88797486652788
-0.138630175031722,"d",-0.460129890817805
-0.0884162681177258,"b",0.812385871487343
1.90722532104701,"a",5.64062297263741
-0.841114987619221,"h",-0.972001209296794
-1.67682066559792,"a",0.534324783398011
1.69760697521269,"d",3.24430463819051
1.04326675739139,"g",4.91654198045063
-0.808629811741412,"i",-1.91327861444195
0.530863496474922,"c",2.16036862883058
-1.4914714358747,"h",-0.610236165100527
-1.57269772142172,"a",-2.62694617852412
0.626603771001101,"j",0.681101621239583
-1.24591851234436,"b",-4.01637242657956
-0.654399869032204,"c",1.23066001244908
0.314784876070917,"a",0.658043614041135
-0.534534921869636,"e",-0.254761212882945
-1.92685876041651,"i",-7.0936111701941
